Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
169734.0,-4.5740297444958,3.95609989411836,-3.01574831358153,-0.771818320676282,-2.71277785003323,-0.922004938738863,-2.95975605556408,3.88823983887864,0.0506820825011514,-1.8467910152142,-2.03959652790726,0.927107033203279,-0.189293145971604,1.12126739128684,0.282062269536772,1.69026984459458,1.79209036052329,0.802002968203082,-0.421812424415962,-0.631259977673906,0.0866321444542456,-0.936035161195999,0.494485439155189,0.4815239482141,0.143258087493016,-0.312502231702961,-1.22863324765851,-0.281996689501323,0.77
19762.0,-14.1791651073631,7.42136996239257,-21.405835744128,11.927511869244,-7.97428068736155,-2.20271027666529,-15.4716122801735,-0.356594909586509,-6.38012489838839,-13.3482776536659,10.1875873241664,-14.5639797552132,0.59375935763569,-14.4915983463022,-0.281392503951236,-8.2641288443605,-12.4398049728466,-4.83707902601307,0.753149847889189,1.00276434172175,-2.36683606243662,1.13095519799655,0.991153238179024,-1.03313210707298,-0.327179344936207,0.634692903522304,2.17190494464567,-1.39528768393339,1.0
10566.0,1.18553284575685,-0.193654024576767,0.662938918002564,0.30024608164718,-0.70445689280223,-0.398797739713121,-0.399218528729614,-0.0460393303591059,1.87267676648151,-0.558332097319659,1.86685309049145,-1.57701047014329,1.05182097634032,1.49475764335458,-1.68928203939171,-0.175736262687182,0.698283016461206,0.110718173446134,0.543541839451536,-0.112309634985165,-0.208138791647953,-0.203553181807771,-0.0709605825425787,0.35804486323029,0.368136970725575,1.05558190762057,-0.1038369568642,-0.014496425081937,24.5
31133.0,0.884734729102818,-0.865463127863621,0.983449625695533,0.123001601127643,-0.916331456786913,0.904621867051465,-0.813804948161039,0.484311189282984,1.00788754890125,-0.403324584111051,1.26575739704453,1.15456516439961,-0.67476735880548,-0.170653748906433,-0.424641627235459,-0.475832550182806,0.490824332466928,-0.962602537194301,0.0023665458335772,0.0412628109797299,-0.0708564378651786,-0.166534513857479,0.0454501934675434,-0.209720435745596,-0.0968771986821182,0.974988239704352,-0.0270778503768863,0.0139579571365987,110.0
79255.0,-1.55795358788524,1.53726818800356,0.299371116183463,-1.22099703077819,-0.777467686751968,-1.40368349138724,-0.0400044746511232,0.767189609767638,0.0325326513484795,-0.456733130478176,-0.741210377682157,0.231952988142028,-0.0612627734959659,0.551893926908728,0.364657981426643,0.70830779899041,-0.310651532791941,-0.381337750007316,-0.772509852404931,0.0048490897181335,-0.0606842431914374,-0.228240551918403,0.107381585008363,0.418226253762625,-0.0524835669885499,0.78371801853987,0.160327110244522,0.0722299991444667,2.99
90094.0,-0.557035874835425,1.1335943961319,1.30618971408719,-0.467106882116367,1.17698290616235,-0.27742735226629,1.48681673550611,-0.663565664309804,1.44845071012807,-0.622135102067151,-0.470799255616847,-2.91825357364618,1.48068512525464,1.14072774480784,-0.63546047634451,-0.697587609011225,0.218580905019594,-0.0137556970015533,0.817820677712584,0.201210402029602,-0.574276485398062,-0.897430652630263,-0.521138445417129,-0.796127248706498,0.74792094211502,-0.379987348518391,-0.215838988295008,-0.343965707218728,9.36
85505.0,1.15308249916932,-0.564805171303549,-0.398964040467666,-0.279429390195072,1.39291796676146,3.97132134316339,-1.1477386833634,1.06104576331819,0.793151126736908,-0.200082812467279,-0.504791336467707,0.270513166240379,0.0089348609475587,-0.256763958894796,0.392559794128151,0.494773751268246,-0.673048931264946,0.217661686221708,0.318128145516512,0.111984155802108,-0.118695177463029,-0.397595671864259,-0.0425646712180658,1.04175009055477,0.39801714934293,0.32741746935301,0.0110765199976839,0.0280442276188473,52.33
6986.0,-4.39797444171999,1.35836702839758,-2.5928442182573,2.67978696694832,-1.12813094208956,-1.70653638774951,-3.49619729302467,-0.248777743025673,-0.24776789948008,-4.80163740602813,4.89584422347523,-10.9128193194019,0.184371685834387,-6.77109672468083,-0.0073261825777121,-7.35808322132346,-12.5984185405511,-5.13154862842983,0.308333945758691,-0.17160787864796,0.573574068424352,0.176967718048195,-0.436206883597401,-0.0535018648884285,0.252405261951833,-0.657487754764504,-0.827135714578603,0.849573379985768,59.0
9817.0,-0.448578932992951,1.10570092673978,1.43096404807302,0.0425244103132326,0.509050171346034,-0.387055242606823,0.749427159270227,-0.277013914935718,0.791243463127637,-0.408682333885753,2.33173057060663,-1.81450288615159,2.2393916104952,0.834202657532257,-0.534314564527119,0.530019487783052,0.228870570672837,0.639918795902193,0.121850335007763,0.195581629631696,-0.409929319609,-0.759093486468025,-0.0780400580545108,-0.0944611673164582,-0.185484313210516,-0.0068131827816682,-0.0826442163303147,-0.1333901918582,17.99
59595.0,-1.83805965409536,1.64212926632243,0.539951615157553,-2.06120974322565,0.127716584518705,-0.201261481533183,0.630263550371966,-0.0774936191926246,1.97695015029301,2.35035048103215,0.225916525612702,-0.903020604125018,-1.92720638255427,-0.567165590230042,0.303331921901687,0.920092214461538,-1.56069439977954,0.565012753023292,-0.218847159695255,1.0071055654228,-0.526016756024444,-0.582599701861233,-0.169338319428254,-0.881011514935122,0.0837290476648295,0.70535684185061,0.116892201164704,-0.496390363861451,1.46
59301.0,0.890726894146369,-1.33089114485741,-0.175468583516677,-0.357083017481884,-1.16520981897369,-0.670715211315409,-0.0634351247744556,-0.160911052215486,-0.950947057425848,0.704935280355977,0.807823943928669,0.186508616239324,-0.787156428600927,0.450220119959373,-0.614462518062614,-1.52594960958385,0.121037188832817,1.25109597124047,-0.244657647559771,-0.0495845922748664,-0.260203277435096,-0.776942921402996,-0.221779987636381,0.376934910115243,0.283954215153546,1.05118556060816,-0.124620514722053,0.028435077816897,250.96
111339.0,-1.86224574164847,0.684623389043899,1.67608288148388,2.91380953514225,-2.4650379245355,3.17987798471721,2.80272646825537,0.202883508876192,-0.450131590270946,-0.280751755750659,1.25215224831736,-2.81661584142193,1.46098654266116,1.29767185986421,-1.61497666645739,1.90732386013611,-0.57438890327033,1.07103908853989,-1.79814375338579,-0.030745361338668,-0.0930545424829132,-0.0929797137901331,0.297171528189593,0.59121069506463,0.293822683833189,-0.171080330429239,-0.126234302422713,-0.385714231392409,709.3
25254.0,-17.2751911945397,10.8196653713117,-20.3638859739149,6.04661174671427,-13.4650333517322,-4.16664724489873,-14.4094479851747,11.5807967244857,-4.07385571204177,-9.15336803834587,6.21088301172371,-8.77857203246194,-0.0613674966661798,-9.57466229922106,0.0492885399107771,-7.41848727872681,-14.1027718764864,-5.01642333521081,1.39031436050276,1.54497046707519,1.7298040916597,-1.20809608165502,-0.726839224163999,0.112539673508366,1.11919347248491,-0.233188990129274,1.68406299250578,0.503739738280361,99.99
93856.0,-6.75050851563533,5.36741605145469,-10.0546349530569,9.06447791765316,-7.96811808353808,-2.26379841398236,-10.317566180676,4.23766573099145,-5.32410880613734,-11.0923923688428,7.15408284221914,-17.1504052507291,-0.0953992277686904,-11.0301103643432,-1.95905455483077,-12.4485623424367,-22.6679054064789,-9.26460873295655,1.9823563171714,-0.0812198922441237,1.90903201764938,-0.34873973066671,0.425000563135111,0.674908669807175,-0.784208393488163,-0.247422102935353,1.1595813739152,0.197817874685768,209.65
66022.0,-2.9494546460375,-2.41803245307699,1.67912279699477,1.84835927555374,0.88644817635125,1.88307272651126,0.504165889630436,0.0914288904679491,0.400653125942788,0.229891954314582,-0.5075434937176,0.957278851363581,1.09911845189256,-1.62499297173203,-2.54170579827869,0.174807818448049,-0.390354072799928,-0.45080253338009,1.00452235599953,-1.13867160045765,-0.765742673281106,-0.0112230080626305,1.87499998406708,-1.24952184754941,0.408792544691763,1.00799578212177,0.407938623243853,-0.677290599889746,229.9
59840.0,-3.21538175967748,-0.364223121381638,-1.26188334354906,3.79494903930385,0.71120593031272,-1.31647560298004,-5.16514055601052,0.625278383544947,-1.582300584728,-3.25263359468289,5.04075120270381,-5.31444220386187,-0.656470662006063,-6.23304367078495,0.974771279276835,-6.8903177453801,-9.51641148491956,-4.36412771489086,2.59857755637223,0.0196261688931224,0.40134124079647,0.152191258747201,-0.93467547449829,-0.256148382367333,-0.469403308828214,-0.282495914081921,0.86607691066145,-0.433465943783225,5.91
59743.0,-1.3171752331492,-0.586152548091561,1.17291019604399,1.72709125050745,-1.8213924879508,1.60634968736767,1.98627047876123,-0.174706415776569,0.581636795551185,-0.833380320149208,-1.80478987401658,0.465092070782779,0.344943828636017,-0.985536278672957,-1.73076267954434,-0.870959518224863,0.428882514561218,-0.458341901248798,1.51166716185744,-0.0231400837618344,-0.397705131597669,-0.538206085184553,0.235837775092189,-0.0984416328148957,-0.302555147456252,-0.509631484109214,0.42131319869543,-0.0029957119947366,560.0
50329.0,1.36074038015721,-0.365850198091869,0.549050100793685,0.439333748920403,-0.726621025779534,0.0480469700996387,-0.598726216023998,0.0160630728007697,-0.398652967600653,0.630514017113205,-1.70978527617057,-0.134922471287185,0.198976431367783,-0.281257808394471,-0.150358660270776,-1.41733062648984,-0.150216384848071,1.07916016549142,-0.38962944414589,-0.548761258772539,-0.762813651675305,-1.56261946734203,0.0943407189909465,-0.53016147010244,0.367693182843791,-0.585499910649436,0.0719817296255395,0.0279238408844738,3.75
49330.0,-1.22555977716464,1.19715784015072,0.750014504524246,-0.730317236392611,-0.0966755605081527,-0.345928020316582,0.323685094772262,0.333894373752475,0.378240870160747,-0.573763967601837,-1.88260621356045,-0.453236194440382,-0.901020115785413,0.0435069368610922,-0.586331602089539,0.119250756259186,-0.273883432399336,-0.261596928944481,0.257965101566504,-0.281703598953002,-0.16757935983834,-0.472228005737464,-0.177593092724556,-0.449156933589422,-0.161365733895875,0.296158789716528,-0.938022192332895,-0.465316719874358,4.0
128175.0,0.174159493461884,-3.39020239566333,-1.4620902315304,0.847357491910791,-1.39443882465662,0.280439290572763,0.529171382288475,-0.138004471609053,0.621277846234097,-0.225118013160935,1.00490788962871,1.18144653540183,0.733602666911094,0.22267623427983,0.282978242752048,0.846370324309181,-0.901355604652731,0.711530100800072,-0.391199904518446,1.7852791725301,0.796234708133801,0.265134863931507,-0.607259405162539,0.876455063374669,-0.694111720881535,0.494848100093268,-0.217556105689405,0.112250321460603,939.99
